Uniprot.Accession	Gene	Christoforou_UniprotGO_overlap3	Uni_GO_overlap4	Christoforou_UniprotGO_sum5	Uniprot_GO_SUM6	HPA_Single_supportive7	HPA_Single_uncertain8	svm9	Christoforou10
Q7Z7G8	VPS13B						CS		
Q709C8	VPS13C								
Q5THJ4	VPS13D								
Q9H269	VPS16								
Q9P253	VPS18								
Q9BRG1	VPS25					Nucleus			
O75436	VPS26A								
Q4G0F5	VPS26B	Endosome		Endosome					Endosome
Q9UK41	VPS28			PM	PM				
Q9UBQ0	VPS29	Endosome		Endosome					Endosome
Q96AX1	VPS33A						Nucleus		
Q9H267	VPS33B								
Q86VN1	VPS36								
Q8NEZ2	VPS37A								
A5D8V6	VPS37C	endosome	endosome	endosome	endosome				
Q86XT2	VPS37D	endosome	endosome	endosome	endosome				
Q96JC1	VPS39			lysosome	lysosome				
P49754	VPS41								
Q9NRW7	VPS45								
Q9UN37	VPS4A								
Q9UID3	VPS51								
Q8N1B4	VPS52								
Q5VIR6	VPS53						cytosol		
Q9P1Q0	VPS54			Golgi	Golgi				
Q15906	VPS72	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
Q8N3P4	VPS8	endosome	endosome	endosome	endosome				
Q9Y2B5	VPS9D1								
Q99986	VRK1	Nucleus		Nucleus					Nucleus
Q86Y07	VRK2	ER		ER		ER			ER
Q8IV63	VRK3	Nucleus	Nucleus	Nucleus	Nucleus				Nucleus
Q9H8Y1	VRTN								
Q86XK7	VSIG1			PM	PM				
Q8N0Z9	VSIG10						cytosol		
Q86VR7	VSIG10L					Nucleus			
Q96IQ7	VSIG2			PM	PM		Nucleus		
Q9Y279	VSIG4								
Q5VU13	VSIG8						Nucleus		
P62760	VSNL1						cytosol		
Q6UX27	VSTM1								
Q8TAG5	VSTM2A								
A6NLU5	VSTM2B								
Q96N03	VSTM2L								
Q8IW00	VSTM4								
A8MXK1	VSTM5								
Q9NZR4	VSX1	Nucleus	Nucleus	Nucleus	Nucleus				
P58304	VSX2			Nucleus	Nucleus				
Q7Z7D3	VTCN1	PM	PM	PM	PM				
Q96AJ9	VTI1A	Endosome		Endosome		Golgi			Endosome
Q9UEU0	VTI1B					Golgi			
P04004	VTN								
Q6PCB0	VWA1								
Q5GFL6	VWA2								
A6NCI4	VWA3A								
Q502W6	VWA3B						Nucleus		
O00534	VWA5A			Nucleus	Nucleus	Nucleus			
Q5TIE3	VWA5B1								
Q8N398	VWA5B2								
Q9Y334	VWA7								
A3KMH1	VWA8	Mitochondrion		Mitochondrion	Mitochondrion				Mitochondrion
Q96SY0	VWA9	Nucleus		Nucleus					Nucleus
Q2TAL6	VWC2								
B2RUY7	VWC2L			CS	CS				
Q96DN2	VWCE								
Q8N2E2	VWDE								
P04275	VWF								
Q9BTA9	WAC			Nucleus	Nucleus	Nucleus			
Q7Z5K2	WAPAL	Nucleus		Nucleus					Nucleus
P23381	WARS			cytosol	cytosol	cytosol			
Q9UGM6	WARS2	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				Mitochondrion
P42768	WAS			CS	CS	Nucleus			
Q92558	WASF1								
Q9Y6W5	WASF2	PM		PM					PM
Q9UPY6	WASF3	PM	CS	PM	CS				PM
A8K0Z3	WASH1	Endosome		Endosome					Endosome
Q6VEQ5	WASH2P								
C4AMC7	WASH3P								
A8MWX3	WASH4P			endosome	endosome				
Q9NQA3	WASH6P			endosome	endosome				
O00401	WASL								
Q96G27	WBP1						cytosol		
Q9Y2W2	WBP11	Nucleus		Nucleus		Nucleus			Nucleus
Q9NX94	WBP1L								
Q969T9	WBP2	Cytosol		Cytosol	Nucleus		Nucleus		Cytosol
Q6ICG8	WBP2NL			Nucleus	Nucleus				
O75554	WBP4			Nucleus	Nucleus				
Q9UHQ7	WBP5			Nucleus	Nucleus				
Q96I51	WBSCR16	Mitochondrion		Mitochondrion	Mitochondrion			Mitochondrion	Mitochondrion
Q6IS24	WBSCR17	Golgi	Golgi	Golgi	Golgi				
O43709	WBSCR22						Nucleus		
Q8N6F8	WBSCR27					CS			
Q6UE05	WBSCR28								
Q8IWB7	WDFY1			endosome	endosome				
Q96P53	WDFY2								
Q8IZQ1	WDFY3								
Q6ZS81	WDFY4								
O75717	WDHD1			Nucleus	Nucleus	Nucleus			
O95876	WDPCP						CS		
O75083	WDR1	CS		CS	CS	cytosol		CS	CS
Q9BZH6	WDR11						CS		
Q9GZL7	WDR12	Nucleus		nucleus	Nucleus				Nucleus
Q9H1Z4	WDR13			Nucleus	Nucleus				
Q8N1V2	WDR16	CS	CS	CS	CS				
Q8IZU2	WDR17						Nucleus		
Q9BV38	WDR18	Nucleus		Nucleus		Nucleus			Nucleus
Q8NEZ3	WDR19			CS	CS	Nucleus			
Q8TBZ3	WDR20	PM		PM					PM
Q96S15	WDR24								
Q64LD2	WDR25					Nucleus			
Q9H7D7	WDR26			cytosol	cytosol				
A2RRH5	WDR27			Nucleus	Nucleus	Nucleus			
Q9UNX4	WDR3	Nucleus		nucleus	Nucleus	Nucleus		Nucleus	Nucleus
Q8NA23	WDR31								
Q9C0J8	WDR33	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			Nucleus
Q96EX3	WDR34	CS	CS	CS	CS		cytosol		
Q9P2L0	WDR35	CS	CS	CS	CS				
Q8NI36	WDR36			nucleus	Nucleus	Nucleus			
Q9Y2I8	WDR37						CS		
Q5JTN6	WDR38								
P57081	WDR4			Nucleus	Nucleus				
Q9HAD4	WDR41			lysosome	lysosome				
Q15061	WDR43	Nucleus		nucleus	Nucleus			Nucleus	Nucleus
Q5JSH3	WDR44					Golgi			
Q9Y484	WDR45						Nucleus		
Q5MNZ6	WDR45B								
O15213	WDR46	Nucleus		nucleus	Nucleus				Nucleus
O94967	WDR47	CS	CS	CS	CS		CS		
Q8TAF3	WDR48								
Q8IV35	WDR49								
P61964	WDR5	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			Nucleus
Q96MT7	WDR52	CS	CS	CS	CS				
Q7Z5U6	WDR53								
Q9H977	WDR54								
Q9H6Y2	WDR55								
Q6PJI9	WDR59						cytosol		
Q86VZ2	WDR5B								
Q9NNW5	WDR6	CS	CS	CS	CS				
Q8WVS4	WDR60	CS	CS	CS	CS				
Q9GZS3	WDR61								
O43379	WDR62					cytosol			
Q8IWG1	WDR63								
B1ANS9	WDR64								
Q96MR6	WDR65						cytosol		
Q8TBY9	WDR66								
Q9Y4E6	WDR7			CS	CS				
Q9NW82	WDR70								
Q3MJ13	WDR72								
Q6P4I2	WDR73								
Q6RFH5	WDR74	Nucleus	Nucleus	nucleus	Nucleus	Nucleus			Nucleus
Q8IWA0	WDR75	Nucleus	Nucleus	nucleus	Nucleus				
Q9H967	WDR76						Nucleus		
Q9BQA1	WDR77								
Q5VTH9	WDR78								
Q562E7	WDR81			Mitochondrion	Mitochondrion		Nucleus		
Q6UXN9	WDR82	Nucleus		Nucleus	Nucleus				Nucleus
Q9BRX9	WDR83			endosome	endosome				
Q9Y284	WDR83OS	ER		ER			ER		ER
Q86TI4	WDR86								
Q6ZQQ6	WDR87			cytosol	cytosol				
Q6ZMY6	WDR88								
Q96FK6	WDR89	Nucleus		Nucleus			CS		Nucleus
Q96KV7	WDR90						Nucleus		
A4D1P6	WDR91						Nucleus		
Q96MX6	WDR92						Nucleus		
Q6P2C0	WDR93						CS		
Q8NDM7	WDR96	CS	CS	CS	CS		Nucleus		
Q8N9V3	WDSUB1								
Q8N5D0	WDTC1					Golgi			
Q96HA8	WDYHV1								
P30291	WEE1			Nucleus	Nucleus		Nucleus		
P0C1S8	WEE2			Nucleus	Nucleus				
Q9HC57	WFDC1								
Q9H1F0	WFDC10A								
Q8IUB3	WFDC10B								
Q8NEX6	WFDC11								
Q8WWY7	WFDC12								
Q8IUB5	WFDC13								
Q14508	WFDC2						cytosol		
Q8IUB2	WFDC3								
Q8TCV5	WFDC5								
Q9BQY6	WFDC6								
Q8IUA0	WFDC8								
Q8NEX5	WFDC9								
Q96NZ8	WFIKKN1								
Q8TEU8	WFIKKN2								
O76024	WFS1	ER		ER	ER				ER
Q8TF30	WHAMM					cytosol			
Q1A5X7	WHAMMP3								
O96028	WHSC1					Nucleus			
Q9BZ95	WHSC1L1	Nucleus	Nucleus	Nucleus	Nucleus				
Q9BRP8	WIBG								
Q9Y5W5	WIF1								
O43516	WIPF1								
Q8TF74	WIPF2	CS	CS	CS	CS	Nucleus			
A6NGB9	WIPF3	CS	CS	CS	CS				
Q5MNZ9	WIPI1								
Q9Y4P8	WIPI2								
O95388	WISP1					cytosol			
O76076	WISP2								
O95389	WISP3								
O95785	WIZ	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			Nucleus
Q5T9L3	WLS								
Q9H4A3	WNK1	cytosol	cytosol	cytosol	cytosol	cytosol			
Q9Y3S1	WNK2						cytosol		
Q9BYP7	WNK3	cytosol	cytosol	cytosol	cytosol				
Q96J92	WNK4	CS	CS	CS	CS				
P04628	WNT1								
Q9GZT5	WNT10A								
O00744	WNT10B								
O96014	WNT11								
Q9UBV4	WNT16								
P09544	WNT2								
Q93097	WNT2B								
P56703	WNT3								
P56704	WNT3A								
P56705	WNT4								
P41221	WNT5A								
Q9H1J7	WNT5B								
Q9Y6F9	WNT6								
O00755	WNT7A								
P56706	WNT7B								
Q9H1J5	WNT8A								
Q93098	WNT8B								
O14904	WNT9A								
O14905	WNT9B								
Q9BUR4	WRAP53								
Q9P2S5	WRAP73	cytosol	cytosol	cytosol	cytosol				
O00258	WRB			ER	ER				
Q14191	WRN			nucleus	Nucleus	Nucleus			
Q96S55	WRNIP1						Nucleus		
Q9Y6I7	WSB1						Mitochondrion		
Q9NYS7	WSB2								
Q658N2	WSCD1								
Q2TBF2	WSCD2						Nucleus		
P19544	WT1								
Q06250	WT1-AS								
Q15007	WTAP	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			Nucleus
A6NIX2	WTIP								
Q8IX03	WWC1						Golgi		
Q6AWC2	WWC2			cytosol	cytosol		CS		
Q96NR7	WWC2-AS2								
Q9ULE0	WWC3			cytosol	cytosol				
Q9NZC7	WWOX	ER		ER					ER
Q9H0M0	WWP1								
O00308	WWP2	PM		PM	Nucleus				PM
Q9GZV5	WWTR1								
Q9HCS7	XAB2	Nucleus	Nucleus	Nucleus	Nucleus				Nucleus
Q6GPH4	XAF1								
Q9HD64	XAGE1A XAGE1B XAGE1C XAGE1D XAGE1E								
Q96GT9	XAGE2 XAGE2B								
Q8WTP9	XAGE3								
Q8WWM1	XAGE5								
P17861	XBP1								
P47992	XCL1								
Q9UBD3	XCL2								
P46094	XCR1			PM	PM				
P47989	XDH								
P55808	XG	PM	PM	PM	PM				
P98170	XIAP								
Q702N8	XIRP1	CS	CS	CS	CS				
A4UGR9	XIRP2	CS	CS	CS	CS				
P51811	XK			PM	PM				
Q5GH77	XKR3	PM	PM	PM	PM				
Q5GH76	XKR4								
Q6UX68	XKR5								
Q5GH73	XKR6								
Q5GH72	XKR7								
Q9H6D3	XKR8	PM	PM	PM	PM		Golgi		
Q5GH70	XKR9						Mitochondrion		
Q6PP77	XKRX	PM	PM	PM	PM				
O14609	XKRY								
A2RUG3	XKRY2								
Q5T750	XP32								
P23025	XPA			Nucleus	Nucleus				
Q01831	XPC								
Q9NQW7	XPNPEP1	Cytosol	cytosol	Cytosol	cytosol	cytosol			Cytosol
O43895	XPNPEP2	PM	PM	PM	PM				
Q9NQH7	XPNPEP3	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion			Mitochondrion	Mitochondrion
O14980	XPO1								
Q9C0E2	XPO4								
Q9HAV4	XPO5								
Q96QU8	XPO6								
Q9UIA9	XPO7						Nucleus		
O43592	XPOT								
Q9UBH6	XPR1			PM	PM				
P18887	XRCC1	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			Nucleus
O43543	XRCC2								
O43542	XRCC3					Nucleus			
Q13426	XRCC4			Nucleus	Nucleus				
P13010	XRCC5			nucleus	Nucleus	Nucleus			
P12956	XRCC6			Nucleus	Nucleus	Nucleus			
Q9Y6H3	XRCC6BP1								
Q8IZH2	XRN1								
Q9H0D6	XRN2	Nucleus		nucleus	Nucleus	Nucleus		Nucleus	Nucleus
Q6P2D8	XRRA1								
Q8NBI6	XXYLT1	ER	ER	ER	ER				ER
O75191	XYLB			cytosol	cytosol		Nucleus		
Q86Y38	XYLT1								
Q9H1B5	XYLT2								
Q9NRH1	YAE1D1						cytosol		
Q8IY57	YAF2			Nucleus	Nucleus	Nucleus			
P46937	YAP1					Nucleus			
P54577	YARS			cytosol	cytosol	cytosol			
Q9Y2Z4	YARS2	Mitochondrion		Mitochondrion	Mitochondrion			Mitochondrion	Mitochondrion
P58557	YBEY			Nucleus	Nucleus	Nucleus			
P67809	YBX1								
Q9Y2T7	YBX2					Nucleus			
P16989	YBX3					cytosol			
A8MPS7	YDJC						Nucleus		
Q9ULM3	YEATS2			Nucleus	Nucleus		Nucleus		
O95619	YEATS4	Nucleus		Nucleus	Nucleus	Nucleus			Nucleus
P07947	YES1	PM		PM					PM
O95070	YIF1A	ER		ER					ER
Q5BJH7	YIF1B								
Q9Y548	YIPF1						Nucleus		
Q9BWQ6	YIPF2								
Q9GZM5	YIPF3								
Q9BSR8	YIPF4				Golgi				
Q969M3	YIPF5	ER		ER					ER
Q96EC8	YIPF6	Endosome		Endosome					Endosome
Q8N8F6	YIPF7	ER	ER	ER	ER				
A6XGL0	YJEFN3						Mitochondrion		
O15498	YKT6	Cytosol		Cytosol					Cytosol
P49750	YLPM1	Nucleus		Nucleus	Nucleus	Nucleus			Nucleus
Q96TA2	YME1L1	Mitochondrion		Mitochondrion	Mitochondrion			Mitochondrion	Mitochondrion
Q5VVQ6	YOD1								
O60688	YPEL1	Nucleus	Nucleus	Nucleus	Nucleus				
Q96QA6	YPEL2	Nucleus	Nucleus	nucleus	Nucleus				
P61236	YPEL3	Nucleus	Nucleus	nucleus	Nucleus				
Q96NS1	YPEL4	Nucleus	Nucleus	nucleus	Nucleus				
P62699	YPEL5								
Q86U90	YRDC						Mitochondrion		
Q96MU7	YTHDC1								
Q9H6S0	YTHDC2			ER	ER				
Q9BYJ9	YTHDF1	cytosol	cytosol	cytosol	cytosol				
Q9Y5A9	YTHDF2						cytosol		
Q7Z739	YTHDF3								
P31946	YWHAB								
P62258	YWHAE						cytosol		
P61981	YWHAG			cytosol	cytosol				
Q04917	YWHAH						Nucleus		
P27348	YWHAQ			cytosol	cytosol				
P63104	YWHAZ								
P25490	YY1	Nucleus		Nucleus	Nucleus				Nucleus
Q9H869	YY1AP1								
O15391	YY2	Nucleus	Nucleus	Nucleus	Nucleus				
Q401N2	ZACN	PM	PM	PM	PM				
Q8N4Q0	ZADH2			Peroxisome	Peroxisome				
Q9NYL2	ZAK								
Q9Y493	ZAN	PM	PM	PM	PM				
P43403	ZAP70								
Q86SH2	ZAR1	cytosol	cytosol	cytosol	cytosol				
A6NP61	ZAR1L			cytosol	cytosol				
A8MT70	ZBBX								
O96006	ZBED1								
Q9BTP6	ZBED2								
Q96IU2	ZBED3								
O75132	ZBED4								
Q49AG3	ZBED5								
P86452	ZBED6	Nucleus	Nucleus	nucleus	Nucleus				
Q96FA7	ZBED6CL								
Q8IZ13	ZBED8					Nucleus			
Q6R2W3	ZBED9								
Q9H171	ZBP1								
Q9Y2K1	ZBTB1								
Q96DT7	ZBTB10	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
O95625	ZBTB11	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
Q9Y330	ZBTB12	Nucleus	Nucleus	Nucleus	Nucleus				
O43829	ZBTB14					Nucleus			
Q05516	ZBTB16			Nucleus	Nucleus		Nucleus		
Q13105	ZBTB17	Nucleus	Nucleus	Nucleus	Nucleus				
Q99592	ZBTB18			Nucleus	Nucleus				
Q8N680	ZBTB2	Nucleus	Nucleus	Nucleus	Nucleus				
Q9HC78	ZBTB20	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
Q9ULJ3	ZBTB21			Nucleus	Nucleus	Nucleus			
O15209	ZBTB22	Nucleus	Nucleus	Nucleus	Nucleus				
O43167	ZBTB24	Nucleus	Nucleus	Nucleus	Nucleus				
P24278	ZBTB25			Nucleus	Nucleus	Nucleus			
Q9HCK0	ZBTB26	Nucleus	Nucleus	Nucleus	Nucleus				
Q9H5J0	ZBTB3	Nucleus	Nucleus	Nucleus	Nucleus				
Q9Y2Y4	ZBTB32	Nucleus	Nucleus	Nucleus	Nucleus				
Q86T24	ZBTB33								
Q8NCN2	ZBTB34	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
Q5TC79	ZBTB37	Nucleus	Nucleus	Nucleus	Nucleus				
Q8NAP3	ZBTB38			Nucleus	Nucleus	Nucleus			
O15060	ZBTB39	Nucleus	Nucleus	Nucleus	Nucleus				
Q9P1Z0	ZBTB4			Nucleus	Nucleus				
Q9NUA8	ZBTB40	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q5SVQ8	ZBTB41	Nucleus	Nucleus	Nucleus	Nucleus				
B2RXF5	ZBTB42					Nucleus			
O43298	ZBTB43	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q8NCP5	ZBTB44	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q96K62	ZBTB45	Nucleus	Nucleus	Nucleus	Nucleus		cytosol		
Q86UZ6	ZBTB46	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q9UFB7	ZBTB47	Nucleus	Nucleus	Nucleus	Nucleus				
P10074	ZBTB48			Nucleus	Nucleus				
Q6ZSB9	ZBTB49								
O15062	ZBTB5	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
Q15916	ZBTB6	Nucleus	Nucleus	Nucleus	Nucleus				
O95365	ZBTB7A	Nucleus	Nucleus	Nucleus	Nucleus				
O15156	ZBTB7B	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
A1YPR0	ZBTB7C								
Q96BR9	ZBTB8A	Nucleus	Nucleus	Nucleus	Nucleus				
Q8NAP8	ZBTB8B	Nucleus	Nucleus	Nucleus	Nucleus				
Q8IWT0	ZBTB8OS			Nucleus	Nucleus				
Q96C00	ZBTB9	Nucleus	Nucleus	Nucleus	Nucleus				
Q96GY0	ZC2HC1A					CS			
Q5TFG8	ZC2HC1B								
Q53FD0	ZC2HC1C								
Q96K80	ZC3H10								
O75152	ZC3H11A								
Q5D1E8	ZC3H12A								
Q5HYM0	ZC3H12B								
Q9C0D7	ZC3H12C								
A2A288	ZC3H12D								
Q5T200	ZC3H13	Nucleus	Nucleus	Nucleus	Nucleus				
Q6PJT7	ZC3H14	Nucleus		Nucleus		Nucleus			Nucleus
Q8WU90	ZC3H15	ribosome		ribosome		cytosol			Ribosome
Q86VM9	ZC3H18	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			Nucleus
Q8IXZ2	ZC3H3	Nucleus	Nucleus	Nucleus	Nucleus				
Q9UPT8	ZC3H4	Nucleus		Nucleus					Nucleus
P61129	ZC3H6								
Q8IWR0	ZC3H7A	Nucleus	Nucleus	Nucleus	Nucleus	cytosol			
Q9UGR2	ZC3H7B			Nucleus	Nucleus		cytosol		
Q8N5P1	ZC3H8	Nucleus		Nucleus					Nucleus
Q7Z2W4	ZC3HAV1								
Q96H79	ZC3HAV1L								
Q86WB0	ZC3HC1	Nucleus	Nucleus	Nucleus	Nucleus				
Q9NQZ6	ZC4H2								
Q8TBK6	ZCCHC10						Nucleus		
Q5TAX3	ZCCHC11								
Q6PEW1	ZCCHC12			Nucleus	Nucleus		Nucleus		
Q8WW36	ZCCHC13								
Q8WYQ9	ZCCHC14								
Q6ZR62	ZCCHC16								
Q9NP64	ZCCHC17			nucleus	Nucleus	Nucleus			
P0CG32	ZCCHC18			Nucleus	Nucleus				
Q9C0B9	ZCCHC2			cytosol	cytosol				
Q6ZST2	ZCCHC23								
Q8N2G6	ZCCHC24								
Q9NUD5	ZCCHC3								
Q9H5U6	ZCCHC4								
Q8N8U3	ZCCHC5								
Q5VYS8	ZCCHC6	cytosol	cytosol	cytosol	cytosol				
Q8N3Z6	ZCCHC7			nucleus	Nucleus				
Q6NZY4	ZCCHC8	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
Q8N567	ZCCHC9	Nucleus	Nucleus	nucleus	Nucleus		CS		Nucleus
Q8TBF4	ZCRB1	Nucleus	Nucleus	Nucleus	Nucleus				
Q9H0M4	ZCWPW1						Golgi		
Q504Y3	ZCWPW2								
Q9HCK1	ZDBF2								
Q8WTX9	ZDHHC1			ER	ER		cytosol		
Q9H8X9	ZDHHC11			ER	ER				
P0C7U3	ZDHHC11B								
Q96GR4	ZDHHC12								
Q8IUH4	ZDHHC13	ER		ER					ER
Q8IZN3	ZDHHC14			ER	ER				
Q96MV8	ZDHHC15			Golgi	Golgi				
Q969W1	ZDHHC16			ER	ER				
Q8IUH5	ZDHHC17	ER		ER					ER
Q9NUE0	ZDHHC18			Golgi	Golgi		CS		
Q8WVZ1	ZDHHC19			ER	ER				
Q9UIJ5	ZDHHC2								
Q5W0Z9	ZDHHC20	Endosome		Endosome	PM				Endosome
Q8IVQ6	ZDHHC21			Golgi	Golgi				
Q8N966	ZDHHC22								
Q8IYP9	ZDHHC23						Nucleus		
Q6UX98	ZDHHC24	ER		ER					ER
Q9NYG2	ZDHHC3	ER	Golgi	ER	Golgi		Golgi		ER
Q9NPG8	ZDHHC4			Golgi	Golgi		Nucleus		
Q9C0B5	ZDHHC5	PM		PM	PM				PM
Q9H6R6	ZDHHC6	ER	ER	ER	ER				ER
Q9NXF8	ZDHHC7			Golgi	Golgi				
Q9ULC8	ZDHHC8								
Q9Y397	ZDHHC9								
P37275	ZEB1			Nucleus	Nucleus	Nucleus			
O60315	ZEB2	Nucleus	Nucleus	Nucleus	Nucleus				
Q7Z7L7	ZER1						cytosol		
Q8TCF1	ZFAND1						CS		
Q8N6M9	ZFAND2A								
Q8WV99	ZFAND2B	ER	ER	ER	ER				
Q9H8U3	ZFAND3								
Q86XD8	ZFAND4								
O76080	ZFAND5	cytosol	cytosol	cytosol	cytosol				
Q6FIF0	ZFAND6	cytosol	cytosol	cytosol	cytosol				
Q9P243	ZFAT								
O60293	ZFC3H1					Nucleus			
Q9C0A1	ZFHX2	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q15911	ZFHX3								
Q86UP3	ZFHX4	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q6P2D0	ZFP1	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q9HCL3	ZFP14	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q6ZN57	ZFP2	Nucleus	Nucleus	Nucleus	Nucleus				Nucleus
Q8NHY6	ZFP28	Nucleus	Nucleus	Nucleus	Nucleus				
Q96NJ6	ZFP3	Nucleus	Nucleus	Nucleus	Nucleus				
Q9Y2G7	ZFP30	Nucleus	Nucleus	Nucleus	Nucleus				
P26651	ZFP36								
Q07352	ZFP36L1								
P47974	ZFP36L2								
Q9Y6Q3	ZFP37	Nucleus	Nucleus	Nucleus	Nucleus				Nucleus
Q8N8Y5	ZFP41	Nucleus	Nucleus	Nucleus	Nucleus				
Q96MM3	ZFP42			Nucleus	Nucleus				
Q9NU63	ZFP57	Nucleus	Nucleus	Nucleus	Nucleus				
Q8NB50	ZFP62	Nucleus	Nucleus	Nucleus	Nucleus				
Q9NPA5	ZFP64	Nucleus	Nucleus	Nucleus	Nucleus				
Q9NTW7	ZFP64	Nucleus	Nucleus	Nucleus	Nucleus				
Q49AA0	ZFP69	Nucleus	Nucleus	Nucleus	Nucleus				
Q9UJL9	ZFP69B	Nucleus	Nucleus	Nucleus	Nucleus				
Q8N141	ZFP82	Nucleus	Nucleus	Nucleus	Nucleus				
Q8TF47	ZFP90	Nucleus	Nucleus	Nucleus	Nucleus				
Q96JP5	ZFP91	Nucleus	Nucleus	Nucleus	Nucleus				
A6NM28	ZFP92	Nucleus	Nucleus	Nucleus	Nucleus				
O95159	ZFPL1	ER		ER	Golgi	Golgi			ER
Q8IX07	ZFPM1			Nucleus	Nucleus				
Q8WW38	ZFPM2			Nucleus	Nucleus	Nucleus			
Q96KR1	ZFR	Nucleus		Nucleus		Nucleus			Nucleus
Q9UPR6	ZFR2						Nucleus		
P17010	ZFX	Nucleus	Nucleus	Nucleus	Nucleus				
P08048	ZFY	Nucleus	Nucleus	Nucleus	Nucleus				
Q9HBF4	ZFYVE1								
Q7Z3T8	ZFYVE16								
Q96K21	ZFYVE19			CS	CS				
Q9H1K0	ZFYVE20								
Q9BQ24	ZFYVE21								
Q68DK2	ZFYVE26			CS	CS				
Q5T4F4	ZFYVE27	ER		ER					ER
Q9HCC9	ZFYVE28								
O95405	ZFYVE9			endosome	endosome				
O60844	ZG16								
Q96DA0	ZG16B								
P0C6A0	ZGLP1	Nucleus	Nucleus	Nucleus	Nucleus				
Q8N5A5	ZGPAT	Nucleus	Nucleus	Nucleus	Nucleus				
Q86YA3	ZGRF1						cytosol		
Q9UKY1	ZHX1			Nucleus	Nucleus	Nucleus			
Q96EF9	ZHX1-C8orf76								
Q9Y6X8	ZHX2			Nucleus	Nucleus				
Q9H4I2	ZHX3	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
Q15915	ZIC1					Nucleus			
O95409	ZIC2					Nucleus			
O60481	ZIC3								
Q8N9L1	ZIC4	Nucleus	Nucleus	Nucleus	Nucleus				
Q96T25	ZIC5	Nucleus	Nucleus	Nucleus	Nucleus				
Q3SY52	ZIK1	Nucleus	Nucleus	Nucleus	Nucleus		CS		
Q9NZV7	ZIM2	Nucleus	Nucleus	Nucleus	Nucleus				
Q96PE6	ZIM3	Nucleus	Nucleus	Nucleus	Nucleus				
P17029	ZKSCAN1	Nucleus	Nucleus	Nucleus	Nucleus				
Q63HK3	ZKSCAN2	Nucleus	Nucleus	Nucleus	Nucleus				
Q9BRR0	ZKSCAN3								
Q969J2	ZKSCAN4	Nucleus	Nucleus	Nucleus	Nucleus				
Q9Y2L8	ZKSCAN5	Nucleus	Nucleus	Nucleus	Nucleus				
Q9P0L1	ZKSCAN7	Nucleus	Nucleus	Nucleus	Nucleus				
Q15776	ZKSCAN8	Nucleus	Nucleus	Nucleus	Nucleus				
Q5H9K5	ZMAT1	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q96NC0	ZMAT2	Nucleus		Nucleus	Nucleus				Nucleus
Q9HA38	ZMAT3	Nucleus	Nucleus	nucleus	Nucleus				
Q9H898	ZMAT4	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
Q9UDW3	ZMAT5	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
Q9ULJ6	ZMIZ1								
Q8NF64	ZMIZ2			Nucleus	Nucleus	Nucleus			
O75844	ZMPSTE24								
Q5SVZ6	ZMYM1	Nucleus	Nucleus	Nucleus	Nucleus		CS		
Q9UBW7	ZMYM2			Nucleus	Nucleus				
Q14202	ZMYM3	Nucleus	Nucleus	Nucleus	Nucleus				Nucleus
Q5VZL5	ZMYM4	Nucleus		Nucleus					Nucleus
Q9UJ78	ZMYM5	Nucleus	Nucleus	Nucleus	Nucleus				
O95789	ZMYM6	Nucleus	Nucleus	Nucleus	Nucleus				
Q8NCS4	ZMYM6NB						Nucleus		
O75800	ZMYND10	CS	CS	CS	CS				
Q15326	ZMYND11			Nucleus	Nucleus	Nucleus			
Q9H0C1	ZMYND12								
Q9H091	ZMYND15								
Q96E35	ZMYND19						Golgi		
Q9ULU4	ZMYND8								
P21506	ZNF10	Nucleus	Nucleus	Nucleus	Nucleus				
Q8IYN0	ZNF100	Nucleus	Nucleus	Nucleus	Nucleus				
