"Gene"	"Cyt.Larance"	"Nucleus.Larance"	"Cytoskeleton.Larance"	"Membrane.Larance"
"UPF2"	57	1	1	43
"UPP1"	92	1	1	8
"UQCC1"	1	22	19	58
"UQCC2"	1	20	1	80
"UQCR10"	1	50	50	1
"UQCRB"	1	38	24	38
"UQCRC1"	1	13	50	36
"UQCRC2"	1	29	33	38
"UQCRFS1"	1	13	31	56
"UQCRQ"	1	7	33	60
"URB1"	1	66	33	1
"URB2"	1	63	36	1
"URI1"	50	1	1	50
"UROD"	93	1	1	7
"USE1"	1	1	1	100
"USF1"	1	100	1	1
"USF2"	1	100	1	1
"USMG5"	1	2	28	71
"USO1"	78	1	1	22
"USP10"	20	25	1	55
"USP11"	81	2	1	17
"USP13"	100	1	1	1
"USP14"	72	1	1	28
"USP15"	89	1	1	11
"USP22"	1	1	2	97
"USP24"	98	1	1	2
"USP3"	1	47	1	53
"USP32"	96	1	1	4
"USP34"	35	1	1	65
"USP36"	1	36	55	9
"USP39"	19	33	8	41
"USP4"	100	1	1	1
"USP42"	1	47	1	53
"USP47"	100	1	1	1
"USP48"	3	80	1	17
"USP5"	92	1	1	8
"USP54"	50	6	44	1
"USP7"	15	7	6	72
"USP9X"	95	1	1	4
"UTP11L"	1	33	66	1
"UTP14A"	1	29	66	5
"UTP15"	1	27	73	1
"UTP18"	1	34	66	1
"UTP20"	1	43	57	1
"UTP23"	1	64	1	36
"UTP3"	1	47	46	7
"UTP6"	1	6	92	2
"UTRN"	1	10	4	86
"UXT"	75	1	1	25
"VAC14"	71	1	1	29
"VAMP2"	1	9	1	91
"VAMP3"	14	5	1	80
"VAMP7"	25	1	1	75
"VAMP8"	1	4	1	96
"VAPA"	1	11	30	59
"VAPB"	1	6	1	94
"VARS"	77	1	1	22
"VARS2"	1	1	1	100
"VASP"	57	1	1	43
"VAT1"	22	1	1	77
"VAV2"	86	4	1	10
"VBP1"	91	1	1	9
"VCP"	43	1	23	33
"VCPIP1"	88	1	1	12
"VDAC1"	1	9	81	10
"VDAC2"	1	4	73	22
"VDAC3"	1	17	77	5
"VEZT"	1	1	1	100
"VIM"	1	1	99	1
"VIMP"	1	1	1	100
"VKORC1L1"	1	1	1	100
"VMP1"	1	1	1	100
"VPRBP"	1	4	1	96
"VPS13A"	30	3	1	66
"VPS13C"	36	1	1	63
"VPS16"	50	1	1	50
"VPS18"	7	1	1	93
"VPS25"	57	1	1	43
"VPS26A"	68	1	1	32
"VPS26B"	9	1	1	91
"VPS28"	88	1	1	12
"VPS29"	59	1	1	40
"VPS33A"	71	1	1	29
"VPS33B"	91	1	1	9
"VPS35"	80	1	1	19
"VPS36"	100	1	1	1
"VPS37B"	100	1	1	1
"VPS45"	1	2	1	96
"VPS4A"	76	1	3	21
"VPS4B"	89	1	1	10
"VRK1"	16	68	15	1
"VRK2"	1	23	1	77
"VTA1"	91	1	1	9
"VTI1A"	1	1	1	100
"VTI1B"	3	6	1	91
"VWA8"	1	8	1	92
"VWA9"	1	96	1	4
"WAPAL"	7	2	1	91
"WARS"	93	1	1	7
"WARS2"	1	22	1	78
"WASF1"	100	1	1	1
"WASF2"	97	1	1	3
"WASH2P"	100	1	1	1
"WASL"	96	1	1	4
"WBP11"	20	26	3	51
"WBP2"	77	3	1	20
"WBP4"	33	28	1	38
"WBSCR16"	1	25	1	75
"WBSCR22"	31	2	1	68
"WDFY1"	1	1	1	99
"WDHD1"	62	1	1	38
"WDR1"	75	6	12	7
"WDR11"	33	1	1	67
"WDR12"	3	5	65	27
"WDR18"	1	53	46	1
"WDR26"	17	11	1	72
"WDR3"	1	28	72	1
"WDR33"	1	86	1	14
"WDR36"	1	27	73	1
"WDR4"	13	1	1	87
"WDR43"	1	29	66	4
"WDR45B"	66	1	1	34
"WDR46"	1	34	66	1
"WDR5"	2	22	34	43
"WDR55"	1	86	1	14
"WDR6"	93	3	1	4
"WDR61"	42	15	1	43
"WDR62"	100	1	1	1
"WDR70"	42	1	1	58
"WDR74"	6	24	68	2
"WDR75"	1	34	66	1
"WDR77"	79	1	1	21
"WDR82"	36	8	1	57
"WDR89"	1	100	1	1
"WDR92"	91	3	1	6
"WDYHV1"	90	1	1	10
"WFS1"	1	5	29	66
"WHSC1"	1	50	1	50
"WIBG"	75	1	1	24
"WIPF2"	92	1	1	8
"WIPI2"	99	1	1	1
"WIZ"	4	50	1	46
"WNK1"	100	1	1	1
"WNK3"	50	1	1	50
"WNK4"	1	100	1	1
"WRAP53"	37	9	1	54
"WTAP"	1	67	12	21
"XAB2"	1	69	11	20
"XBP1"	1	68	32	1
"XPC"	1	70	29	1
"XPNPEP1"	97	1	1	3
"XPO1"	74	1	1	25
"XPO4"	80	1	1	20
"XPO5"	78	1	1	22
"XPO7"	91	1	1	9
"XPOT"	72	1	1	28
"XRCC1"	2	25	1	73
"XRCC5"	43	9	11	37
"XRCC6"	38	12	12	38
"XRN1"	100	1	1	1
"XRN2"	10	14	14	62
"XYLB"	100	1	1	1
"YAP1"	33	34	1	33
"YARS"	89	1	1	11
"YARS2"	1	3	2	95
"YBX1"	23	3	38	36
"YBX2"	97	3	1	1
"YBX3"	50	7	18	25
"YEATS4"	1	100	1	1
"YES1"	2	12	31	55
"YIF1A"	1	19	1	81
"YIF1B"	1	1	29	70
"YIPF3"	1	1	1	100
"YIPF4"	1	1	1	100
"YIPF5"	1	1	1	100
"YKT6"	98	1	1	2
"YLPM1"	3	84	1	13
"YME1L1"	1	28	30	43
"YPEL5"	19	1	33	47
"YRDC"	100	1	1	1
"YTHDC1"	1	76	3	22
"YTHDC2"	99	1	1	1
"YTHDF1"	66	1	1	33
"YTHDF2"	40	1	1	59
"YTHDF3"	40	2	1	58
"YWHAB"	52	2	24	22
"YWHAE"	74	1	4	21
"YWHAG"	65	2	7	26
"YWHAH"	49	3	16	32
"YWHAQ"	79	2	5	14
"YWHAZ"	66	3	8	24
"YY1"	1	54	17	29
"ZC2HC1A"	100	1	1	1
"ZC3H11A"	1	43	25	32
"ZC3H13"	1	99	1	1
"ZC3H14"	1	54	18	29
"ZC3H15"	39	1	1	61
"ZC3H18"	1	54	20	26
"ZC3H4"	1	7	1	93
"ZC3HAV1"	24	1	1	75
"ZC3HAV1L"	100	1	1	1
"ZCCHC8"	1	29	37	34
"ZCRB1"	1	62	1	38
"ZDHHC5"	1	74	1	26
"ZFC3H1"	32	35	1	33
"ZFHX3"	99	1	1	1
"ZFP36L1"	100	1	1	1
"ZFP91"	5	26	1	69
"ZFPL1"	1	4	5	91
"ZFR"	1	64	33	3
"ZFYVE19"	98	1	1	2
"ZFYVE26"	1	47	1	53
"ZMAT2"	12	54	1	34
"ZMIZ1"	82	2	1	16
"ZMPSTE24"	1	6	6	88
"ZMYM2"	1	73	21	6
"ZMYM3"	1	87	13	1
"ZMYM4"	22	47	1	31
"ZNF135"	1	1	67	33
"ZNF148"	1	67	1	33
"ZNF185"	28	10	24	38
"ZNF207"	15	14	31	40
"ZNF22"	1	33	66	1
"ZNF281"	29	33	1	37
"ZNF316"	1	26	1	74
"ZNF326"	1	35	65	1
"ZNF384"	1	31	66	2
"ZNF512"	1	25	65	10
"ZNF592"	1	83	1	17
"ZNF598"	17	1	1	83
"ZNF622"	93	1	1	7
"ZNF638"	1	53	20	27
"ZNF804B"	57	1	1	43
"ZNFX1"	68	1	1	32
"ZPR1"	90	1	1	10
"ZRANB2"	3	11	1	86
"ZW10"	80	1	4	17
"ZWINT"	86	1	1	13
"ZYG11B"	37	36	1	27
"ZYX"	92	1	1	8
